dataset,UMAP1,UMAP2,zone,type,behavior_cluster
expanded behavior,0.53353703,0.6767035,DZ,mt_B-cell,7.0
expanded behavior,-0.11815212,1.802483,DZ,mt_B-cell,7.0
expanded behavior,1.1372925,0.8179093,DZ,mt_B-cell,7.0
expanded behavior,0.26562494,2.3917258,DZ,mt_B-cell,7.0
expanded behavior,0.3888009,0.4535635,DZ,mt_B-cell,7.0
expanded behavior,-0.479406,1.1067291,DZ,mt_B-cell,7.0
expanded behavior,0.16762292,2.0222201,DZ,mt_B-cell,7.0
expanded behavior,0.5791985,1.5707471,DZ,mt_B-cell,7.0
expanded behavior,0.98952276,1.1717372,DZ,mt_B-cell,7.0
expanded behavior,-0.5172494,1.4845496,DZ,mt_B-cell,7.0
expanded behavior,0.016588597,1.6063318,DZ,mt_B-cell,7.0
expanded behavior,0.23067807,0.9224321,DZ,mt_B-cell,7.0
expanded behavior,1.010894,1.2721874,DZ,mt_B-cell,8.0
expanded behavior,-0.9280124,0.15109462,DZ,mt_B-cell,8.0
expanded behavior,0.9990412,1.0854366,DZ,mt_B-cell,8.0
expanded behavior,-2.2829807,5.4272695,DZ,mt_B-cell,8.0
expanded behavior,-1.971468,0.2793004,DZ,mt_B-cell,8.0
expanded behavior,0.73896277,1.1475489,DZ,mt_B-cell,8.0
expanded behavior,1.1353647,0.9953957,DZ,mt_B-cell,8.0
expanded behavior,-4.1786304,9.912584,DZ-LZ,mt_B-cell,0.0
expanded behavior,-4.8892264,7.955077,DZ-LZ,mt_B-cell,0.0
expanded behavior,-3.3546736,7.0297923,DZ-LZ,mt_B-cell,0.0
expanded behavior,-3.2187517,7.693519,DZ-LZ,mt_B-cell,0.0
expanded behavior,-4.262578,7.297126,DZ-LZ,mt_B-cell,0.0
expanded behavior,-4.858679,9.497714,DZ-LZ,mt_B-cell,0.0
expanded behavior,-3.0676045,8.593198,DZ-LZ,mt_B-cell,0.0
expanded behavior,-4.7208242,10.115083,DZ-LZ,mt_B-cell,0.0
expanded behavior,-2.9701715,7.975807,DZ-LZ,mt_B-cell,1.0
expanded behavior,-3.6397922,10.007632,DZ-LZ,mt_B-cell,1.0
expanded behavior,-3.277345,7.114773,DZ-LZ,mt_B-cell,1.0
expanded behavior,-5.9110956,8.368646,DZ-LZ,mt_B-cell,2.0
expanded behavior,-5.5017424,9.693311,DZ-LZ,mt_B-cell,2.0
expanded behavior,-4.313017,9.052707,DZ-LZ,mt_B-cell,2.0
expanded behavior,-4.259725,10.067045,DZ-LZ,mt_B-cell,2.0
expanded behavior,-5.3262386,7.714715,DZ-LZ,mt_B-cell,2.0
expanded behavior,-4.833265,6.9512115,DZ-LZ,mt_B-cell,2.0
expanded behavior,-4.916943,6.3813453,DZ-LZ,mt_B-cell,3.0
expanded behavior,-4.179158,8.904749,DZ-LZ,mt_B-cell,3.0
expanded behavior,-3.942902,10.264176,DZ-LZ,mt_B-cell,3.0
expanded behavior,-4.9694796,10.045932,DZ-LZ,mt_B-cell,3.0
expanded behavior,-4.3959994,6.7193313,DZ-LZ,mt_B-cell,3.0
expanded behavior,-2.9738398,7.81109,DZ-LZ,mt_B-cell,3.0
expanded behavior,-2.0596216,6.9892163,DZ-LZ,mt_B-cell,3.0
expanded behavior,-1.8444667,6.53233,DZ-LZ,mt_B-cell,3.0
expanded behavior,-5.2976203,9.104844,DZ-LZ,mt_B-cell,4.0
expanded behavior,-3.478046,9.998586,DZ-LZ,mt_B-cell,4.0
expanded behavior,-4.84158,10.031758,DZ-LZ,mt_B-cell,4.0
expanded behavior,-5.25635,8.972539,DZ-LZ,mt_B-cell,4.0
expanded behavior,-3.6244822,8.058472,DZ-LZ,mt_B-cell,4.0
expanded behavior,-4.472441,9.292149,DZ-LZ,mt_B-cell,4.0
expanded behavior,-5.524478,8.792458,DZ-LZ,mt_B-cell,4.0
expanded behavior,-2.3039298,8.391519,DZ-LZ,mt_B-cell,4.0
expanded behavior,-5.9900208,7.443126,DZ-LZ,mt_B-cell,4.0
expanded behavior,-1.9251641,6.5441003,DZ-LZ,mt_B-cell,5.0
expanded behavior,-1.9859536,7.1314483,DZ-LZ,mt_B-cell,5.0
expanded behavior,-4.6944633,7.4805317,DZ-LZ,mt_B-cell,5.0
expanded behavior,-4.191705,9.282703,DZ-LZ,mt_B-cell,5.0
expanded behavior,-1.4601464,8.052604,DZ-LZ,mt_B-cell,5.0
expanded behavior,-1.386541,8.062806,DZ-LZ,mt_B-cell,5.0
expanded behavior,-1.8410515,6.3838606,DZ-LZ,mt_B-cell,5.0
expanded behavior,-1.923835,6.6841817,DZ-LZ,mt_B-cell,5.0
expanded behavior,-1.6960815,8.335587,DZ-LZ,mt_B-cell,5.0
expanded behavior,-4.618778,9.443357,DZ-LZ,mt_B-cell,5.0
expanded behavior,-2.498979,7.801385,DZ-LZ,mt_B-cell,5.0
expanded behavior,-2.5324779,8.395885,DZ-LZ,mt_B-cell,5.0
expanded behavior,-1.7168356,6.392901,DZ-LZ,mt_B-cell,5.0
expanded behavior,-2.163136,7.846672,DZ-LZ,mt_B-cell,6.0
expanded behavior,-3.693572,8.495142,DZ-LZ,mt_B-cell,6.0
expanded behavior,-3.9068449,7.6867166,DZ-LZ,mt_B-cell,6.0
expanded behavior,-5.590563,7.3100967,DZ-LZ,mt_B-cell,6.0
expanded behavior,-5.017521,6.8742266,DZ-LZ,mt_B-cell,6.0
expanded behavior,-4.0209274,6.290893,DZ-LZ,mt_B-cell,6.0
expanded behavior,-5.460502,7.527764,DZ-LZ,mt_B-cell,6.0
expanded behavior,-5.3065443,9.4569645,DZ-LZ,mt_B-cell,6.0
expanded behavior,-3.9900844,8.363259,DZ-LZ,mt_B-cell,6.0
expanded behavior,-4.770445,9.061255,DZ-LZ,mt_B-cell,6.0
expanded behavior,-5.4701242,6.725374,DZ-LZ,mt_B-cell,6.0
expanded behavior,-5.3407497,8.730568,DZ-LZ,mt_B-cell,6.0
expanded behavior,-4.386013,9.722536,DZ-LZ,mt_B-cell,6.0
expanded behavior,-4.8328404,10.2108345,DZ-LZ,mt_B-cell,6.0
expanded behavior,-2.289367,7.1601334,DZ-LZ,mt_B-cell,6.0
expanded behavior,-3.7790313,9.571128,DZ-LZ,mt_B-cell,7.0
expanded behavior,-1.8736949,8.087512,DZ-LZ,mt_B-cell,7.0
expanded behavior,-1.7201265,7.0545497,DZ-LZ,mt_B-cell,7.0
expanded behavior,-0.84022355,7.9857316,DZ-LZ,mt_B-cell,7.0
expanded behavior,-1.949171,8.4634905,DZ-LZ,mt_B-cell,7.0
expanded behavior,-1.8868372,7.2050433,DZ-LZ,mt_B-cell,7.0
expanded behavior,-1.6159428,7.2861643,DZ-LZ,mt_B-cell,7.0
expanded behavior,-1.6912371,7.274293,DZ-LZ,mt_B-cell,7.0
expanded behavior,-2.8138945,8.792941,DZ-LZ,mt_B-cell,7.0
expanded behavior,-1.858855,6.850512,DZ-LZ,mt_B-cell,7.0
expanded behavior,-1.8509238,8.072594,DZ-LZ,mt_B-cell,8.0
expanded behavior,-1.1844856,8.266488,DZ-LZ,mt_B-cell,8.0
expanded behavior,-3.6982594,9.042791,DZ-LZ,mt_B-cell,8.0
expanded behavior,3.0205288,8.925794,LZ,mt_B-cell,0.0
expanded behavior,2.2839754,11.197415,LZ,mt_B-cell,0.0
expanded behavior,1.5617146,9.573729,LZ,mt_B-cell,0.0
expanded behavior,-0.19733654,12.475823,LZ,mt_B-cell,0.0
expanded behavior,-0.50165915,12.697281,LZ,mt_B-cell,0.0
expanded behavior,3.3597155,9.906018,LZ,mt_B-cell,0.0
expanded behavior,1.2922503,10.195022,LZ,mt_B-cell,0.0
expanded behavior,1.796244,9.889013,LZ,mt_B-cell,0.0
expanded behavior,3.5906923,9.556934,LZ,mt_B-cell,0.0
expanded behavior,0.46568385,12.559288,LZ,mt_B-cell,0.0
expanded behavior,-0.40127984,13.38625,LZ,mt_B-cell,0.0
expanded behavior,3.4155257,9.764302,LZ,mt_B-cell,0.0
expanded behavior,-0.4178817,10.454098,LZ,mt_B-cell,0.0
expanded behavior,-1.7118905,12.111338,LZ,mt_B-cell,0.0
expanded behavior,-0.8011435,11.199154,LZ,mt_B-cell,0.0
expanded behavior,-1.8290865,12.396688,LZ,mt_B-cell,1.0
expanded behavior,0.5799223,13.010237,LZ,mt_B-cell,1.0
expanded behavior,-0.83076304,11.237361,LZ,mt_B-cell,1.0
expanded behavior,-0.6504477,13.174102,LZ,mt_B-cell,1.0
expanded behavior,3.5166504,10.375495,LZ,mt_B-cell,1.0
expanded behavior,-0.46838722,11.085739,LZ,mt_B-cell,1.0
expanded behavior,2.5295026,11.248354,LZ,mt_B-cell,1.0
expanded behavior,1.5135865,10.519384,LZ,mt_B-cell,1.0
expanded behavior,-0.62460446,12.650684,LZ,mt_B-cell,1.0
expanded behavior,1.8136187,10.59133,LZ,mt_B-cell,1.0
expanded behavior,2.9988365,9.738181,LZ,mt_B-cell,1.0
expanded behavior,-0.25835484,12.618332,LZ,mt_B-cell,1.0
expanded behavior,0.093377575,12.170452,LZ,mt_B-cell,1.0
expanded behavior,1.1461669,10.9915905,LZ,mt_B-cell,1.0
expanded behavior,2.909526,9.7668915,LZ,mt_B-cell,2.0
expanded behavior,1.5924699,12.375725,LZ,mt_B-cell,2.0
expanded behavior,3.1541948,10.627364,LZ,mt_B-cell,2.0
expanded behavior,-0.08676537,13.35437,LZ,mt_B-cell,2.0
expanded behavior,-2.0084834,12.291958,LZ,mt_B-cell,2.0
expanded behavior,-1.7142038,11.873498,LZ,mt_B-cell,2.0
expanded behavior,-1.2201458,12.817986,LZ,mt_B-cell,2.0
expanded behavior,-1.4680113,11.649343,LZ,mt_B-cell,2.0
expanded behavior,0.08457759,12.155352,LZ,mt_B-cell,2.0
expanded behavior,0.90194786,10.7340555,LZ,mt_B-cell,2.0
expanded behavior,0.09821961,11.43491,LZ,mt_B-cell,2.0
expanded behavior,0.28372326,13.085273,LZ,mt_B-cell,3.0
expanded behavior,0.5616846,10.880444,LZ,mt_B-cell,3.0
expanded behavior,-0.48244312,10.534556,LZ,mt_B-cell,3.0
expanded behavior,-1.8057315,12.209134,LZ,mt_B-cell,3.0
expanded behavior,0.68105346,10.278487,LZ,mt_B-cell,3.0
expanded behavior,0.27297962,11.110797,LZ,mt_B-cell,3.0
expanded behavior,-1.5960057,12.802854,LZ,mt_B-cell,3.0
expanded behavior,0.39612737,13.290133,LZ,mt_B-cell,4.0
expanded behavior,0.37269515,11.406461,LZ,mt_B-cell,4.0
expanded behavior,0.6981415,10.169402,LZ,mt_B-cell,4.0
expanded behavior,2.249937,9.489496,LZ,mt_B-cell,4.0
expanded behavior,-1.9412895,11.381629,LZ,mt_B-cell,4.0
expanded behavior,1.7252334,9.484244,LZ,mt_B-cell,4.0
expanded behavior,1.6222799,9.621717,LZ,mt_B-cell,4.0
expanded behavior,1.7600776,9.505142,LZ,mt_B-cell,5.0
expanded behavior,2.4045148,9.445496,LZ,mt_B-cell,5.0
expanded behavior,3.1881883,9.264872,LZ,mt_B-cell,5.0
expanded behavior,3.2240758,10.719291,LZ,mt_B-cell,6.0
expanded behavior,2.8170447,9.17719,LZ,mt_B-cell,6.0
expanded behavior,2.2725766,9.28754,LZ,mt_B-cell,6.0
expanded behavior,2.3808503,10.813834,LZ,mt_B-cell,6.0
expanded behavior,-0.11385686,11.941438,LZ,mt_B-cell,6.0
expanded behavior,1.0143149,12.778657,LZ,mt_B-cell,6.0
expanded behavior,1.3989111,10.07136,LZ,mt_B-cell,6.0
expanded behavior,-0.40928832,13.234715,LZ,mt_B-cell,6.0
expanded behavior,3.402272,9.120203,LZ,mt_B-cell,6.0
expanded behavior,3.6060658,9.570928,LZ,mt_B-cell,7.0
expanded behavior,1.7527789,9.203531,LZ,mt_B-cell,7.0
expanded behavior,2.4979928,8.893928,LZ,mt_B-cell,7.0
expanded behavior,2.6235323,8.761548,LZ,mt_B-cell,7.0
expanded behavior,2.6545181,8.882171,LZ,mt_B-cell,7.0
expanded behavior,3.6071858,9.420508,LZ,mt_B-cell,8.0
expanded behavior,3.599911,9.546568,LZ,mt_B-cell,8.0
expanded behavior,1.9369847,9.723883,LZ,mt_B-cell,8.0
expanded behavior,1.4042178,9.126921,LZ,mt_B-cell,8.0
expanded behavior,-4.0667562,2.0002313,DZ,wt_B-cell,0.0
expanded behavior,-2.168901,3.647886,DZ,wt_B-cell,0.0
expanded behavior,-1.8892322,3.013177,DZ,wt_B-cell,0.0
expanded behavior,-3.7267125,1.6000297,DZ,wt_B-cell,0.0
expanded behavior,-4.3260946,1.9117126,DZ,wt_B-cell,0.0
expanded behavior,-4.2056384,2.5399137,DZ,wt_B-cell,0.0
expanded behavior,-2.6555178,0.57708377,DZ,wt_B-cell,0.0
expanded behavior,-4.3987613,2.5370567,DZ,wt_B-cell,0.0
expanded behavior,-4.1204696,2.6745067,DZ,wt_B-cell,0.0
expanded behavior,-4.1159506,1.930979,DZ,wt_B-cell,0.0
expanded behavior,-2.8613665,2.317215,DZ,wt_B-cell,0.0
expanded behavior,-2.616379,3.0039961,DZ,wt_B-cell,1.0
expanded behavior,-2.9924352,1.8147916,DZ,wt_B-cell,1.0
expanded behavior,-3.7980778,3.1582243,DZ,wt_B-cell,1.0
expanded behavior,-3.9379928,2.20403,DZ,wt_B-cell,1.0
expanded behavior,-3.4504924,1.8130213,DZ,wt_B-cell,1.0
expanded behavior,-2.288716,3.9950218,DZ,wt_B-cell,1.0
expanded behavior,-3.6696866,1.0441369,DZ,wt_B-cell,2.0
expanded behavior,-2.6670527,4.008954,DZ,wt_B-cell,2.0
expanded behavior,-1.950907,3.771172,DZ,wt_B-cell,2.0
expanded behavior,-4.296628,3.3035097,DZ,wt_B-cell,2.0
expanded behavior,-3.2349608,0.77219224,DZ,wt_B-cell,2.0
expanded behavior,-1.9413251,1.7411423,DZ,wt_B-cell,2.0
expanded behavior,-2.6902354,2.0905306,DZ,wt_B-cell,2.0
expanded behavior,-3.1349602,1.1073343,DZ,wt_B-cell,2.0
expanded behavior,-2.4625862,3.8037374,DZ,wt_B-cell,2.0
expanded behavior,-3.3202353,2.0757818,DZ,wt_B-cell,2.0
expanded behavior,-2.796289,0.3992216,DZ,wt_B-cell,2.0
expanded behavior,-2.512577,2.9582446,DZ,wt_B-cell,2.0
expanded behavior,-3.4095185,4.066983,DZ,wt_B-cell,2.0
expanded behavior,-3.6057446,3.6577053,DZ,wt_B-cell,2.0
expanded behavior,-4.1351695,3.6204753,DZ,wt_B-cell,2.0
expanded behavior,-2.651527,1.5198865,DZ,wt_B-cell,2.0
expanded behavior,-2.483937,1.8344501,DZ,wt_B-cell,2.0
expanded behavior,-3.4184575,3.7262657,DZ,wt_B-cell,2.0
expanded behavior,-3.5554647,2.6590326,DZ,wt_B-cell,2.0
expanded behavior,-2.0650802,1.2714521,DZ,wt_B-cell,2.0
expanded behavior,-4.1521535,3.4464471,DZ,wt_B-cell,2.0
expanded behavior,-3.8306823,3.8613355,DZ,wt_B-cell,2.0
expanded behavior,-2.4354057,0.3708324,DZ,wt_B-cell,2.0
expanded behavior,-1.7017862,0.268956,DZ,wt_B-cell,2.0
expanded behavior,-4.202851,2.1325998,DZ,wt_B-cell,2.0
expanded behavior,-3.9214811,3.372724,DZ,wt_B-cell,2.0
expanded behavior,-3.3423386,1.9048603,DZ,wt_B-cell,3.0
expanded behavior,-1.5329344,0.3269322,DZ,wt_B-cell,3.0
expanded behavior,-2.958675,0.8841294,DZ,wt_B-cell,3.0
expanded behavior,1.139946,0.34869432,DZ,wt_B-cell,3.0
expanded behavior,0.14440504,1.1300958,DZ,wt_B-cell,3.0
expanded behavior,-2.9189196,2.7391317,DZ,wt_B-cell,3.0
expanded behavior,1.2132925,0.55818564,DZ,wt_B-cell,3.0
expanded behavior,1.2129965,0.6467344,DZ,wt_B-cell,3.0
expanded behavior,-3.3695495,2.3254726,DZ,wt_B-cell,3.0
expanded behavior,-3.9729464,3.2907329,DZ,wt_B-cell,4.0
expanded behavior,-3.1046038,1.4311676,DZ,wt_B-cell,4.0
expanded behavior,-2.9336624,1.8825052,DZ,wt_B-cell,4.0
expanded behavior,-4.2450438,3.1659899,DZ,wt_B-cell,4.0
expanded behavior,-2.0358722,3.6854684,DZ,wt_B-cell,4.0
expanded behavior,-2.062926,3.153828,DZ,wt_B-cell,4.0
expanded behavior,-4.0250034,1.7922046,DZ,wt_B-cell,4.0
expanded behavior,-3.367056,2.9553094,DZ,wt_B-cell,4.0
expanded behavior,-2.3616714,1.6692554,DZ,wt_B-cell,4.0
expanded behavior,-0.6530223,1.5356458,DZ,wt_B-cell,5.0
expanded behavior,1.0603776,0.544489,DZ,wt_B-cell,5.0
expanded behavior,0.39544103,2.1342266,DZ,wt_B-cell,5.0
expanded behavior,-0.18169038,1.1362656,DZ,wt_B-cell,5.0
expanded behavior,-2.019018,1.041934,DZ,wt_B-cell,6.0
expanded behavior,-1.325674,3.263843,DZ,wt_B-cell,6.0
expanded behavior,-3.993995,2.3202724,DZ,wt_B-cell,6.0
expanded behavior,0.018908188,-0.018026771,DZ,wt_B-cell,6.0
expanded behavior,0.5873891,0.054206185,DZ,wt_B-cell,6.0
expanded behavior,-3.2786553,3.5998333,DZ,wt_B-cell,6.0
expanded behavior,-1.1970924,0.7461569,DZ,wt_B-cell,6.0
expanded behavior,-2.0369778,2.5727296,DZ,wt_B-cell,6.0
expanded behavior,-0.6951081,1.0629654,DZ,wt_B-cell,8.0
expanded behavior,-1.8069068,0.47763512,DZ,wt_B-cell,8.0
expanded behavior,-4.2245708,7.7544093,DZ-LZ,wt_B-cell,0.0
expanded behavior,-4.051641,9.375188,DZ-LZ,wt_B-cell,0.0
expanded behavior,-2.3965096,7.092683,DZ-LZ,wt_B-cell,0.0
expanded behavior,-5.3429456,7.852534,DZ-LZ,wt_B-cell,0.0
expanded behavior,-5.6044903,9.49554,DZ-LZ,wt_B-cell,0.0
expanded behavior,-4.243218,8.200453,DZ-LZ,wt_B-cell,0.0
expanded behavior,-5.1333475,8.505389,DZ-LZ,wt_B-cell,0.0
expanded behavior,-4.35624,6.2763805,DZ-LZ,wt_B-cell,0.0
expanded behavior,-5.8117514,7.7087793,DZ-LZ,wt_B-cell,0.0
expanded behavior,-4.3065248,7.794807,DZ-LZ,wt_B-cell,0.0
expanded behavior,-4.573756,6.237398,DZ-LZ,wt_B-cell,0.0
expanded behavior,-5.6531453,6.726549,DZ-LZ,wt_B-cell,0.0
expanded behavior,-5.9605103,7.266324,DZ-LZ,wt_B-cell,0.0
expanded behavior,-4.2543845,6.398628,DZ-LZ,wt_B-cell,0.0
expanded behavior,-4.7202234,6.2052255,DZ-LZ,wt_B-cell,1.0
expanded behavior,-5.516593,9.3115635,DZ-LZ,wt_B-cell,1.0
expanded behavior,-5.376353,9.778674,DZ-LZ,wt_B-cell,1.0
expanded behavior,-4.905192,7.18084,DZ-LZ,wt_B-cell,1.0
expanded behavior,-5.5654593,7.594995,DZ-LZ,wt_B-cell,1.0
expanded behavior,-4.0723333,7.2158184,DZ-LZ,wt_B-cell,1.0
expanded behavior,-5.7976394,6.550235,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.2359247,9.882147,DZ-LZ,wt_B-cell,2.0
expanded behavior,-4.8361936,7.0924006,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.5671186,6.8801274,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.4848013,8.975534,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.0478654,9.702579,DZ-LZ,wt_B-cell,2.0
expanded behavior,-4.515496,7.565082,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.199521,9.094613,DZ-LZ,wt_B-cell,2.0
expanded behavior,-4.6361465,9.848374,DZ-LZ,wt_B-cell,2.0
expanded behavior,-2.9555602,7.4880853,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.7479315,6.666461,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.492962,8.077431,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.090783,6.970191,DZ-LZ,wt_B-cell,2.0
expanded behavior,-4.6336474,7.913541,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.1080847,7.505623,DZ-LZ,wt_B-cell,2.0
expanded behavior,-6.0227013,7.469845,DZ-LZ,wt_B-cell,2.0
expanded behavior,-3.7573903,6.234117,DZ-LZ,wt_B-cell,2.0
expanded behavior,-4.050421,8.908425,DZ-LZ,wt_B-cell,2.0
expanded behavior,-4.380707,7.9992485,DZ-LZ,wt_B-cell,2.0
expanded behavior,-4.39311,6.5554786,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.7588196,8.875519,DZ-LZ,wt_B-cell,2.0
expanded behavior,-4.9903708,8.664743,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.5866203,8.851449,DZ-LZ,wt_B-cell,2.0
expanded behavior,-5.16259,6.1314187,DZ-LZ,wt_B-cell,2.0
expanded behavior,-4.7939677,9.190775,DZ-LZ,wt_B-cell,3.0
expanded behavior,-3.6521683,8.831797,DZ-LZ,wt_B-cell,3.0
expanded behavior,-4.2963996,9.412778,DZ-LZ,wt_B-cell,3.0
expanded behavior,-3.8776762,7.641076,DZ-LZ,wt_B-cell,3.0
expanded behavior,-2.7890933,7.554744,DZ-LZ,wt_B-cell,3.0
expanded behavior,-4.4622645,8.426137,DZ-LZ,wt_B-cell,3.0
expanded behavior,-5.0609684,7.3844957,DZ-LZ,wt_B-cell,3.0
expanded behavior,-3.2039452,8.861047,DZ-LZ,wt_B-cell,3.0
expanded behavior,-3.6861084,7.3384576,DZ-LZ,wt_B-cell,3.0
expanded behavior,-4.6125793,10.259742,DZ-LZ,wt_B-cell,3.0
expanded behavior,-4.962175,7.550385,DZ-LZ,wt_B-cell,3.0
expanded behavior,-4.5307117,10.160627,DZ-LZ,wt_B-cell,4.0
expanded behavior,-5.8154607,6.9752297,DZ-LZ,wt_B-cell,4.0
expanded behavior,-5.633415,8.35251,DZ-LZ,wt_B-cell,4.0
expanded behavior,-5.7078667,6.681572,DZ-LZ,wt_B-cell,4.0
expanded behavior,-4.494162,6.4729624,DZ-LZ,wt_B-cell,4.0
expanded behavior,-5.6091905,7.234347,DZ-LZ,wt_B-cell,4.0
expanded behavior,-2.2584505,7.1749816,DZ-LZ,wt_B-cell,5.0
expanded behavior,-5.0738096,7.160598,DZ-LZ,wt_B-cell,5.0
expanded behavior,-3.585833,8.789953,DZ-LZ,wt_B-cell,6.0
expanded behavior,-4.384422,9.553781,DZ-LZ,wt_B-cell,6.0
expanded behavior,-3.0223525,8.379737,DZ-LZ,wt_B-cell,6.0
expanded behavior,-3.322348,8.621496,DZ-LZ,wt_B-cell,6.0
expanded behavior,-4.642583,6.783088,DZ-LZ,wt_B-cell,6.0
expanded behavior,-5.720549,7.6346526,DZ-LZ,wt_B-cell,6.0
expanded behavior,-4.0450926,7.819783,DZ-LZ,wt_B-cell,6.0
expanded behavior,-2.8614438,7.835876,DZ-LZ,wt_B-cell,7.0
expanded behavior,-1.6728166,7.8339376,DZ-LZ,wt_B-cell,8.0
expanded behavior,-1.6146681,6.977718,DZ-LZ,wt_B-cell,8.0
expanded behavior,-3.8146756,7.659305,DZ-LZ,wt_B-cell,8.0
expanded behavior,-2.5456295,7.7253666,DZ-LZ,wt_B-cell,8.0
expanded behavior,2.132133,11.856461,LZ,wt_B-cell,0.0
expanded behavior,3.0430596,10.538644,LZ,wt_B-cell,0.0
expanded behavior,-1.8013049,12.191806,LZ,wt_B-cell,0.0
expanded behavior,-0.48286733,10.866442,LZ,wt_B-cell,0.0
expanded behavior,1.8694513,10.905076,LZ,wt_B-cell,0.0
expanded behavior,2.3514667,11.773959,LZ,wt_B-cell,0.0
expanded behavior,0.8945271,13.234097,LZ,wt_B-cell,0.0
expanded behavior,-0.027655693,13.233974,LZ,wt_B-cell,0.0
expanded behavior,1.1308142,12.926805,LZ,wt_B-cell,0.0
expanded behavior,1.8480117,12.071146,LZ,wt_B-cell,1.0
expanded behavior,0.27992424,13.446751,LZ,wt_B-cell,1.0
expanded behavior,0.6897188,10.159237,LZ,wt_B-cell,1.0
expanded behavior,-1.0455848,12.001288,LZ,wt_B-cell,1.0
expanded behavior,-0.426848,12.279304,LZ,wt_B-cell,1.0
expanded behavior,2.2042158,11.273788,LZ,wt_B-cell,1.0
expanded behavior,1.9184023,12.096966,LZ,wt_B-cell,1.0
expanded behavior,-0.019979851,11.1472025,LZ,wt_B-cell,2.0
expanded behavior,2.358086,11.418607,LZ,wt_B-cell,2.0
expanded behavior,-2.1510046,12.182362,LZ,wt_B-cell,2.0
expanded behavior,2.978962,9.414173,LZ,wt_B-cell,2.0
expanded behavior,-0.5517101,13.073677,LZ,wt_B-cell,2.0
expanded behavior,-1.6157689,11.581399,LZ,wt_B-cell,2.0
expanded behavior,2.5951667,10.878524,LZ,wt_B-cell,2.0
expanded behavior,0.09916662,11.758708,LZ,wt_B-cell,2.0
expanded behavior,-0.20236641,12.278736,LZ,wt_B-cell,2.0
expanded behavior,1.3793707,12.554959,LZ,wt_B-cell,2.0
expanded behavior,1.3825314,10.426118,LZ,wt_B-cell,2.0
expanded behavior,0.26997364,12.251426,LZ,wt_B-cell,2.0
expanded behavior,-0.77292293,12.251342,LZ,wt_B-cell,2.0
expanded behavior,1.3809674,12.712424,LZ,wt_B-cell,2.0
expanded behavior,1.2976202,12.21864,LZ,wt_B-cell,2.0
expanded behavior,-1.498515,11.924518,LZ,wt_B-cell,2.0
expanded behavior,1.6589853,11.845319,LZ,wt_B-cell,2.0
expanded behavior,0.6349512,13.038003,LZ,wt_B-cell,2.0
expanded behavior,2.4440784,11.495629,LZ,wt_B-cell,2.0
expanded behavior,1.4602435,12.070733,LZ,wt_B-cell,2.0
expanded behavior,0.32423294,13.285247,LZ,wt_B-cell,2.0
expanded behavior,3.3268232,10.853223,LZ,wt_B-cell,2.0
expanded behavior,-1.2541587,11.829918,LZ,wt_B-cell,2.0
expanded behavior,2.1746733,11.245213,LZ,wt_B-cell,2.0
expanded behavior,-2.216788,11.97709,LZ,wt_B-cell,2.0
expanded behavior,2.814916,9.769269,LZ,wt_B-cell,2.0
expanded behavior,-1.5338026,12.635509,LZ,wt_B-cell,2.0
expanded behavior,-1.7228237,11.575079,LZ,wt_B-cell,2.0
expanded behavior,0.20856789,13.014992,LZ,wt_B-cell,2.0
expanded behavior,-0.69097525,12.043789,LZ,wt_B-cell,2.0
expanded behavior,0.44581562,12.660976,LZ,wt_B-cell,2.0
expanded behavior,-1.6145604,11.4362545,LZ,wt_B-cell,2.0
expanded behavior,2.726569,11.112322,LZ,wt_B-cell,2.0
expanded behavior,0.37281454,11.154315,LZ,wt_B-cell,2.0
expanded behavior,0.73781025,10.986567,LZ,wt_B-cell,3.0
expanded behavior,1.3247908,9.665989,LZ,wt_B-cell,3.0
expanded behavior,1.5951349,9.297277,LZ,wt_B-cell,3.0
expanded behavior,3.0112715,10.069613,LZ,wt_B-cell,3.0
expanded behavior,1.9081211,12.380458,LZ,wt_B-cell,3.0
expanded behavior,1.0806718,10.598703,LZ,wt_B-cell,3.0
expanded behavior,3.059485,10.193861,LZ,wt_B-cell,3.0
expanded behavior,-0.859656,11.5234995,LZ,wt_B-cell,4.0
expanded behavior,1.4176346,10.49773,LZ,wt_B-cell,4.0
expanded behavior,0.27578554,11.453769,LZ,wt_B-cell,4.0
expanded behavior,0.3710856,10.203348,LZ,wt_B-cell,4.0
expanded behavior,-0.12774386,10.368629,LZ,wt_B-cell,4.0
expanded behavior,3.1123888,9.160565,LZ,wt_B-cell,4.0
expanded behavior,-1.6322424,12.020336,LZ,wt_B-cell,4.0
expanded behavior,3.5399218,10.239653,LZ,wt_B-cell,5.0
