sample_id,Type,UMAP1,UMAP2,motility_cluster
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000000069,wt_B-cell,12.414858,16.631325,0
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000000792,wt_B-cell,14.288255,16.437578,3
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000010605,wt_B-cell,12.419583,16.33819,3
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000012555,wt_B-cell,12.194411,16.29063,1
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000003124,wt_B-cell,12.474805,15.985844,0
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000007220,wt_B-cell,13.787122,16.305975,3
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000012708,wt_B-cell,12.978099,17.23158,3
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000000048,wt_B-cell,13.052455,17.302382,0
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000007919,wt_B-cell,11.969999,16.96236,0
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000002561,wt_B-cell,13.613793,16.244686,2
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000009487,wt_B-cell,12.605017,16.62715,0
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000007243,wt_B-cell,14.124514,16.804947,0
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000000025,mt_B-cell,12.622538,15.831851,2
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000003368,mt_B-cell,11.171582,15.139127,1
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000006789,mt_B-cell,14.382152,15.300057,2
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000002046,mt_B-cell,13.899146,14.671387,2
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000000049,mt_B-cell,12.540871,15.338658,2
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000003822,mt_B-cell,12.7472315,14.875835,2
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000001149,mt_B-cell,12.445493,15.300893,2
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000010084,mt_B-cell,13.055978,15.184987,2
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000006582,mt_B-cell,13.069145,15.195291,2
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000000021,mt_B-cell,12.643541,15.54481,2
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000018877,mt_B-cell,13.982855,14.794115,2
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000000170,mt_B-cell,12.542322,15.0952835,2
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000025688,mt_B-cell,12.89187,15.115374,2
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000005848,mt_B-cell,13.8558235,15.485964,2
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000018778,mt_B-cell,13.76431,15.457735,2
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000015712,mt_B-cell,13.04828,13.804442,2
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000007159,mt_B-cell,13.354363,14.737984,3
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000024617,mt_B-cell,13.227771,15.368913,2
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000015155,mt_B-cell,13.151578,14.192876,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000009405,mt_B-cell,13.328024,15.342129,2
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000001061,mt_B-cell,13.126707,14.996696,2
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_mt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000002221,mt_B-cell,13.054327,14.724857,2
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000007153,mt_B-cell,14.118692,14.728694,2
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000000024,mt_B-cell,14.043654,14.758484,2
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000003095,mt_B-cell,12.512408,15.432349,2
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000004349,mt_B-cell,13.622714,14.449996,2
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000000749,mt_B-cell,13.017607,15.577924,2
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000014056,mt_B-cell,12.870591,15.296429,2
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000001036,mt_B-cell,13.573053,15.47633,2
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_mt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000019498,mt_B-cell,12.998927,15.453579,2
2-Good-D9-B-M1L-ZT1-070-157-FOV230-320px_Statistics_wt_B-cell_2-Good-D9-B-M1L-ZT1-070-157-FOV230-320px_Statistics_1000000004,wt_B-cell,14.12415,15.067268,2
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_wt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000000885,wt_B-cell,13.740966,13.912628,6
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_wt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000000451,wt_B-cell,13.321131,15.423489,2
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000008958,wt_B-cell,13.187513,14.209865,3
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000012219,wt_B-cell,13.785014,15.039667,2
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000000020,wt_B-cell,13.537957,15.269103,2
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000002690,wt_B-cell,13.59778,15.093814,2
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000000841,wt_B-cell,13.861744,14.955787,2
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000001360,wt_B-cell,12.901793,15.330083,2
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000003002,wt_B-cell,13.806565,15.345667,2
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000006376,wt_B-cell,14.472829,15.000002,2
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000000035,wt_B-cell,13.808128,15.522715,2
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000005548,wt_B-cell,13.776228,16.126524,3
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000005318,wt_B-cell,13.689877,14.957939,2
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000002007,wt_B-cell,12.761781,15.490624,2
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000007069,wt_B-cell,14.160268,14.96489,3
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000004706,wt_B-cell,14.231033,15.030722,2
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000003826,wt_B-cell,14.126771,15.251627,2
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000001670,wt_B-cell,13.447537,15.0889845,2
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000005936,wt_B-cell,14.038253,15.171413,2
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000004600,mt_B-cell,12.389465,14.583499,6
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000006291,mt_B-cell,12.418488,14.891409,3
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000002383,mt_B-cell,12.126829,15.540051,1
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000004892,mt_B-cell,12.129743,15.093197,2
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000004845,mt_B-cell,12.1221695,15.558668,0
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000004495,mt_B-cell,12.535363,15.6067295,2
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000000063,mt_B-cell,12.028164,15.200528,1
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000006279,mt_B-cell,13.011438,13.705393,6
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000000079,mt_B-cell,13.308691,14.304302,3
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000000721,mt_B-cell,11.643001,14.908279,1
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000004762,mt_B-cell,10.880539,15.629001,1
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000003377,mt_B-cell,11.601037,15.827226,1
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000009564,mt_B-cell,12.152078,14.781253,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000002471,mt_B-cell,11.52911,16.876644,1
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000018188,mt_B-cell,12.65832,14.848784,2
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000018823,mt_B-cell,10.80157,14.922178,1
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000006903,mt_B-cell,11.8714905,15.973336,2
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000005302,mt_B-cell,12.7950735,17.177164,0
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000003332,mt_B-cell,12.290692,14.775016,3
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000015857,mt_B-cell,12.927724,13.1582775,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000001582,mt_B-cell,13.319702,14.061448,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000007159,mt_B-cell,12.654092,15.364295,2
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000025039,mt_B-cell,11.515059,13.438579,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000026937,mt_B-cell,12.673245,14.074565,0
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_mt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000001732,mt_B-cell,13.081211,17.003399,3
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000010713,mt_B-cell,13.437692,15.720787,1
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000000009,mt_B-cell,12.793107,16.761671,3
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000000050,mt_B-cell,13.05136,16.406116,0
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000004738,mt_B-cell,11.843706,16.403555,0
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000004577,mt_B-cell,11.519126,15.421842,1
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000005613,mt_B-cell,12.656401,16.608177,0
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000006501,mt_B-cell,11.364954,13.819488,1
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000005737,mt_B-cell,10.889285,14.850161,1
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_wt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000006478,wt_B-cell,12.234865,15.843834,0
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_wt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000001454,wt_B-cell,11.833965,14.718921,1
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_wt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000007341,wt_B-cell,13.455717,15.983711,3
2-Good-D9-B-M1L-ZT1-070-157-FOV230-320px_Statistics_wt_B-cell_2-Good-D9-B-M1L-ZT1-070-157-FOV230-320px_Statistics_1000000762,wt_B-cell,11.672974,15.326696,1
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_wt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000003225,wt_B-cell,11.996699,15.315423,1
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_wt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000002243,wt_B-cell,11.673148,14.806808,1
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_wt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000003539,wt_B-cell,12.540036,15.000988,2
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_wt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000000025,wt_B-cell,12.938174,14.128511,6
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_wt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000007676,wt_B-cell,12.2786045,17.184744,0
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_wt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000006992,wt_B-cell,10.37047,14.753167,1
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000000422,wt_B-cell,12.732305,15.246201,2
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000004374,wt_B-cell,11.981283,15.877114,1
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000001567,wt_B-cell,11.63157,16.876764,1
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000000051,wt_B-cell,12.174985,17.092236,0
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000009933,wt_B-cell,11.405471,14.877781,1
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000009121,wt_B-cell,11.886091,15.226657,1
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000002308,wt_B-cell,11.477417,14.674812,1
2-Good-D9-B-M1L-ZT1-070-157-FOV230-320px_Statistics_mt_B-cell_2-Good-D9-B-M1L-ZT1-070-157-FOV230-320px_Statistics_1000003826,mt_B-cell,10.753234,14.570728,5
2-Good-D9-B-M1L-ZT1-070-157-FOV230-320px_Statistics_mt_B-cell_2-Good-D9-B-M1L-ZT1-070-157-FOV230-320px_Statistics_1000001968,mt_B-cell,9.579397,15.215767,4
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000002539,mt_B-cell,9.936803,14.434662,4
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000003693,mt_B-cell,10.285615,14.3612795,5
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000022835,mt_B-cell,10.121423,14.272951,5
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000000085,mt_B-cell,9.145541,14.772581,4
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000017063,mt_B-cell,9.36319,15.127846,4
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000022344,mt_B-cell,9.58448,14.803872,4
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000014173,mt_B-cell,10.675311,14.696225,1
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000025249,mt_B-cell,9.466319,15.026811,4
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000013574,mt_B-cell,9.26488,15.088129,4
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000017028,mt_B-cell,10.564717,14.40061,5
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000016263,mt_B-cell,9.3187,15.0343275,4
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000004879,mt_B-cell,8.949816,14.711387,4
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000015848,mt_B-cell,9.533164,13.838207,5
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000005763,mt_B-cell,8.973684,15.0260105,4
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000016591,mt_B-cell,9.217691,14.508425,4
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000019026,mt_B-cell,9.39555,14.976272,4
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000002838,mt_B-cell,9.309397,14.945409,4
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000002601,mt_B-cell,10.204252,15.3167,5
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000013624,mt_B-cell,9.782413,14.560127,4
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000008156,mt_B-cell,9.779387,14.929605,4
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000010810,mt_B-cell,10.455251,14.663125,1
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000002645,mt_B-cell,9.463895,14.111185,5
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000009656,mt_B-cell,9.221356,14.28486,4
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000000104,mt_B-cell,9.187755,14.598953,4
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000004294,mt_B-cell,9.244781,14.311723,4
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000014722,mt_B-cell,10.04731,14.201991,5
