sample_id,Type,UMAP1,UMAP2,motility_cluster
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000019917,mt_B-cell,8.871666,14.722469,4
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000007236,mt_B-cell,9.643617,14.576141,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000000030,mt_B-cell,9.564148,13.92878,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000007397,mt_B-cell,9.526735,13.916297,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000000230,mt_B-cell,9.144012,14.566548,4
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000020907,mt_B-cell,9.181547,15.18497,4
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000012323,mt_B-cell,9.640929,14.408051,4
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000001703,mt_B-cell,9.024751,14.752198,4
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000000220,mt_B-cell,10.429137,14.060502,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000006749,mt_B-cell,9.7112055,15.214667,4
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_mt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000018283,mt_B-cell,9.507639,14.795451,4
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_mt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000003290,mt_B-cell,9.094941,14.804497,4
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_wt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000001974,wt_B-cell,8.980415,14.9093275,4
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_wt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000010591,wt_B-cell,8.960843,14.915618,4
2-Good-D9-B-M1L-ZT1-070-157-FOV230-320px_Statistics_wt_B-cell_2-Good-D9-B-M1L-ZT1-070-157-FOV230-320px_Statistics_1000003914,wt_B-cell,9.76822,15.299738,4
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_wt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000001514,wt_B-cell,9.699612,14.579012,4
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_wt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000003146,wt_B-cell,11.058349,14.619828,5
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000001338,wt_B-cell,9.037335,14.582306,4
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000005588,wt_B-cell,9.153844,14.491078,4
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000013095,wt_B-cell,9.495306,15.553626,4
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000012200,wt_B-cell,9.609523,14.750562,4
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000007008,wt_B-cell,10.3706665,14.315928,5
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000005051,mt_B-cell,14.550749,15.807006,3
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000009662,mt_B-cell,13.300088,16.233835,3
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000008517,mt_B-cell,14.055914,15.870058,3
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000000049,mt_B-cell,13.44281,14.432893,3
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000000022,mt_B-cell,14.211513,14.340404,3
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000004892,mt_B-cell,14.74707,15.408932,3
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000001041,mt_B-cell,14.716372,14.066874,8
4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-B1-ZT1-45-132-FOV230-256px_Statistics_1000000476,mt_B-cell,14.3987665,16.10876,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000021682,mt_B-cell,14.812242,15.126937,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000003414,mt_B-cell,14.635318,16.1902,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000000362,mt_B-cell,13.177534,14.450574,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000000129,mt_B-cell,13.677997,15.980161,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000018562,mt_B-cell,13.73225,14.778861,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000010125,mt_B-cell,14.380376,14.940549,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000013247,mt_B-cell,13.423859,16.053041,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000020083,mt_B-cell,13.963221,15.664248,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000020818,mt_B-cell,14.513752,16.245258,3
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000008826,mt_B-cell,14.252586,14.096295,3
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000020987,mt_B-cell,14.287675,15.450192,3
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000023000,mt_B-cell,11.787418,15.947974,3
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000000980,mt_B-cell,14.597421,14.937432,3
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000018549,mt_B-cell,14.150159,15.635354,3
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000009370,mt_B-cell,13.693986,14.205342,3
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000010071,mt_B-cell,14.803447,15.264662,3
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000024642,mt_B-cell,14.183422,15.971644,3
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000014217,mt_B-cell,14.679485,14.914101,3
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000009726,mt_B-cell,13.886824,14.646412,3
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_mt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000000945,mt_B-cell,14.089306,15.900316,3
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000005972,mt_B-cell,14.649937,16.122185,3
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000000039,mt_B-cell,14.726058,14.430434,8
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_wt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000002279,wt_B-cell,13.322832,14.815103,3
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000003615,wt_B-cell,14.0667095,15.135249,3
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000004985,wt_B-cell,13.463011,16.529947,3
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000006510,wt_B-cell,14.70953,14.19449,8
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000000709,wt_B-cell,14.345798,15.486256,3
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000004718,wt_B-cell,14.507659,16.282312,3
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000004007,wt_B-cell,14.207478,16.094189,3
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000003944,wt_B-cell,14.604596,15.702643,3
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_wt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000000017,wt_B-cell,13.882118,16.425716,3
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000004740,wt_B-cell,13.972232,16.363571,3
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000000798,wt_B-cell,14.597481,16.103754,3
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000004124,wt_B-cell,14.644134,15.831913,3
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000000798,wt_B-cell,14.529108,14.015221,3
8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT3-30-117-FOV230-256px_Statistics_1000005914,wt_B-cell,14.591169,16.205376,3
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000011194,wt_B-cell,14.178897,15.438533,3
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_wt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000000074,wt_B-cell,14.278628,16.183481,3
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000002935,wt_B-cell,14.258637,15.867953,3
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000000059,wt_B-cell,14.254825,15.495645,3
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000010054,wt_B-cell,13.293062,16.822277,3
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_wt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000002359,wt_B-cell,14.755563,14.325438,3
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000012246,mt_B-cell,10.419746,13.205227,7
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000007356,mt_B-cell,10.350694,13.858966,7
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000005873,mt_B-cell,10.108644,13.868419,5
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000003822,mt_B-cell,12.17106,13.668326,5
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000004046,mt_B-cell,10.367166,13.447342,7
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000005686,mt_B-cell,11.353898,13.110544,7
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000029192,mt_B-cell,11.592235,13.445821,6
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000002718,mt_B-cell,10.395449,14.011623,5
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000017789,mt_B-cell,11.433113,13.081854,6
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000023195,mt_B-cell,10.531312,13.90688,7
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000000158,mt_B-cell,10.135275,14.1305895,5
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000017178,mt_B-cell,9.649118,13.55833,5
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000000074,mt_B-cell,11.458913,13.244305,7
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000008173,mt_B-cell,11.021535,12.9821205,7
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000003719,mt_B-cell,9.837819,14.163383,4
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000004378,mt_B-cell,10.824234,12.969897,7
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000004844,mt_B-cell,11.541468,13.084262,7
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000004162,mt_B-cell,11.4095125,13.443525,5
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000008320,mt_B-cell,10.510227,14.244623,5
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000004192,mt_B-cell,10.082631,14.2185335,5
7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_mt_B-cell_7-Good-D11-B2-ZT2-30-117-FOV230-256px_Statistics_1000009209,mt_B-cell,10.796229,13.018943,7
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000014573,mt_B-cell,11.379568,13.218876,7
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000001467,mt_B-cell,10.450587,13.216379,7
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000000079,mt_B-cell,10.519236,13.296627,7
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_mt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000001976,mt_B-cell,10.517434,13.376372,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000013210,mt_B-cell,9.60899,13.578109,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000003869,mt_B-cell,9.719892,13.373744,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000002620,mt_B-cell,10.033847,12.98947,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000014746,mt_B-cell,9.898887,14.097221,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000021080,mt_B-cell,9.853337,13.159566,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000005062,mt_B-cell,10.122761,13.126852,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000017262,mt_B-cell,9.744337,13.525803,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000011638,mt_B-cell,9.703029,13.3841715,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000027287,mt_B-cell,10.09604,12.982828,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000017078,mt_B-cell,10.394663,13.476549,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000006286,mt_B-cell,9.835529,13.254334,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000000573,mt_B-cell,10.09478,12.954603,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000024470,mt_B-cell,11.031203,13.441706,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000019474,mt_B-cell,10.490854,13.229668,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000001726,mt_B-cell,10.168773,12.877159,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000011641,mt_B-cell,10.238688,13.524967,5
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000009827,mt_B-cell,9.729842,13.359923,7
8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_mt_B-cell_8-Good-D11-B2-ZT8-80-167-FOV230-256px_Statistics_1000007122,mt_B-cell,10.963072,13.476311,7
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_mt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000012052,mt_B-cell,9.534074,13.74687,5
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_mt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000009273,mt_B-cell,11.036292,13.111291,7
9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_mt_B-cell_9-Good-D11-B2-ZT9-50-137-FOV230-256px_Statistics_1000000027,mt_B-cell,11.187781,13.038142,7
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000008086,wt_B-cell,10.718177,13.86767,7
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000000181,wt_B-cell,11.766392,13.387994,6
6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_wt_B-cell_6-Good-D11-C2-ZT6-30-117-FOV230-256px_Statistics_1000009061,wt_B-cell,10.291786,12.814445,7
7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_wt_B-cell_7-Good-D11-C-M2L-ZT1-063-150-FOV230-320px_Statistics_1000000373,wt_B-cell,10.150698,13.511503,7
1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_1-Good-D09-C1-ZT1-70-157-FOV230-256px_Statistics_1000003856,mt_B-cell,13.023692,13.1692505,6
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000001641,mt_B-cell,13.352408,13.457177,6
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000005802,mt_B-cell,13.0526705,13.5305605,6
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000011979,mt_B-cell,12.966421,13.142931,6
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000018006,mt_B-cell,13.971336,13.783124,8
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000019052,mt_B-cell,14.066597,13.66972,8
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000015299,mt_B-cell,14.290405,13.878438,8
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000007443,mt_B-cell,14.100015,13.338604,8
4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_mt_B-cell_4-Good-D10-C1-ZT4-40-127-FOV230-256px_Statistics_1000004686,mt_B-cell,13.479467,13.595924,6
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000014060,mt_B-cell,13.931288,13.414384,6
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000026791,mt_B-cell,13.9083805,13.627617,6
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000008142,mt_B-cell,11.416554,12.749521,7
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000027871,mt_B-cell,14.448887,14.014427,6
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000017263,mt_B-cell,12.256849,13.099143,6
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000000025,mt_B-cell,14.085288,14.023343,6
5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_mt_B-cell_5-Good-D10-C2-ZT1-70-157-FOV230-256px_Statistics_1000007708,mt_B-cell,12.157352,13.076058,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000006831,mt_B-cell,11.84657,13.029234,6
6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_mt_B-cell_6-Good-D10-C2-ZT2-20-107-FOV230-256px_Statistics_1000018725,mt_B-cell,13.521718,12.916344,8
